STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,GOOGLE_DMA
NC ,Chatham                     ,37,37,20550,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Cumberland                  ,37,51,108260,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Durham                      ,37,63,90660,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Edgecombe                   ,37,65,19990,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Franklin                    ,37,69,18540,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Granville                   ,37,77,17400,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Halifax                     ,37,83,21920,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Harnett                     ,37,85,35760,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Hoke                        ,37,93,12220,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Johnston                    ,37,101,49850,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Lee                         ,37,105,18600,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Moore                       ,37,125,31750,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Nash                        ,37,127,34040,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Orange                      ,37,135,46510,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Person                      ,37,145,14450,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Sampson                     ,37,163,22970,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Vance                       ,37,181,16490,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Wake                        ,37,183,256160,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Warren                      ,37,185,8010,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Wayne                       ,37,191,42900,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Wilson                      ,37,195,29060,29,RALEIGH (NC) - DURHAM (NC) - FAYETTEVILLE (NC)                       ,Raleigh-Durham (Fayetteville) NC
NC ,Bladen                      ,37,17,13160,144,WILMINGTON (NC)                                                      ,Wilmington NC
NC ,Brunswick                   ,37,19,32750,144,WILMINGTON (NC)                                                      ,Wilmington NC
NC ,Columbus                    ,37,47,21440,144,WILMINGTON (NC)                                                      ,Wilmington NC
NC ,New Hanover                 ,37,129,71170,144,WILMINGTON (NC)                                                      ,Wilmington NC
NC ,Pender                      ,37,141,16830,144,WILMINGTON (NC)                                                      ,Wilmington NC
ND ,Barnes                      ,38,3,4720,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Benson                      ,38,5,2240,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Cass                        ,38,17,52600,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Cavalier                    ,38,19,1880,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Dickey                      ,38,21,2270,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Eddy                        ,38,27,1090,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Foster                      ,38,31,1490,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Grand Forks                 ,38,35,24890,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Griggs                      ,38,39,1090,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Lamoure                     ,38,45,1890,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Nelson                      ,38,63,1590,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Pembina                     ,38,67,3280,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Ramsey                      ,38,71,4820,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Ransom                      ,38,73,2270,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Richland                    ,38,77,6730,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Sargent                     ,38,81,1770,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Steele                      ,38,91,900,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Stutsman                    ,38,93,8810,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Towner                      ,38,95,1180,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Traill                      ,38,97,3280,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Walsh                       ,38,99,4860,118,FARGO (ND) - VALLEY CITY (ND)                                        ,Fargo-Valley City ND
ND ,Adams                       ,38,1,1080,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Billings                    ,38,7,300,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Bottineau                   ,38,9,2890,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Bowman                      ,38,11,1280,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Burke                       ,38,13,890,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Burleigh                    ,38,15,28160,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Divide                      ,38,23,890,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Dunn                        ,38,25,1280,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Emmons                      ,38,29,1780,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Golden Valley               ,38,33,700,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Grant                       ,38,37,1080,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Hettinger                   ,38,41,1090,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Kidder                      ,38,43,1090,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Logan                       ,38,47,890,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Mchenry                     ,38,49,2470,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Mcintosh                    ,38,51,1380,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Mckenzie                    ,38,53,2080,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
ND ,Mclean                      ,38,55,3670,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
