STATE,COUNTY,STATEFP,CNTYFP,CNTYTVHH,DMAINDEX,DMA,GOOGLE_DMA
SC ,Marion                      ,45,67,13380,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    ,Florence-Myrtle Beach SC
SC ,Marlboro                    ,45,69,10330,110,FLORENCE (SC) - MYRTLE BEACH (SC)                                    ,Florence-Myrtle Beach SC
SC ,Abbeville                   ,45,1,10050,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Anderson                    ,45,7,67160,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Cherokee                    ,45,21,21260,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Greenville                  ,45,45,154030,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Greenwood                   ,45,47,26030,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Laurens                     ,45,59,27250,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Oconee                      ,45,73,27920,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Pickens                     ,45,77,42270,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Spartanburg                 ,45,83,99620,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Union                       ,45,87,12070,35,GREENVILLE (SC) - SPARTANBURG (SC) - ASHEVILLE (NC) - ANDERSON (SC)  ,Greenville-Spartanburg SC-Asheville NC-Anderson SC
SC ,Beaufort                    ,45,13,48340,98,SAVANNAH (GA)                                                        ,Savannah GA
SC ,Hampton                     ,45,49,7540,98,SAVANNAH (GA)                                                        ,Savannah GA
SC ,Jasper                      ,45,53,7360,98,SAVANNAH (GA)                                                        ,Savannah GA
SD ,Campbell                    ,46,21,680,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
SD ,Corson                      ,46,31,1170,155,MINOT (ND) - BISMARCK (ND) - DICKINSON (ND)                          ,Minot-Bismarck-Dickinson(Williston) ND
SD ,Bennett                     ,46,7,1070,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Butte                       ,46,19,3420,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Custer                      ,46,33,3030,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Fall River                  ,46,47,3040,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Haakon                      ,46,55,750,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Harding                     ,46,63,480,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Jackson                     ,46,71,860,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Lawrence                    ,46,81,8580,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Meade                       ,46,93,8840,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Pennington                  ,46,103,34840,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Perkins                     ,46,105,1360,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Shannon                     ,46,113,2790,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Ziebach                     ,46,137,750,175,RAPID CITY (SD)                                                      ,Rapid City SD
SD ,Union                       ,46,127,5140,140,SIOUX CITY (IA)                                                      ,Sioux City IA
SD ,Aurora                      ,46,3,1120,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Beadle                      ,46,5,7010,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Bon Homme                   ,46,9,2570,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Brookings                   ,46,11,10700,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Brown                       ,46,13,14280,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Brule                       ,46,15,1980,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Buffalo                     ,46,17,480,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Charles Mix                 ,46,23,3200,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Clark                       ,46,25,1580,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Clay                        ,46,27,4850,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Codington                   ,46,29,10360,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Davison                     ,46,35,7470,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Day                         ,46,37,2460,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Deuel                       ,46,39,1780,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Dewey                       ,46,41,1850,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Douglas                     ,46,43,1260,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Edmunds                     ,46,45,1680,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Faulk                       ,46,49,970,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Grant                       ,46,51,3070,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Gregory                     ,46,53,1960,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Hamlin                      ,46,57,2020,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Hand                        ,46,59,1480,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Hanson                      ,46,61,1080,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Hughes                      ,46,65,6660,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Hutchinson                  ,46,67,3140,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Hyde                        ,46,69,680,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Jerauld                     ,46,73,980,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Jones                       ,46,75,490,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Kingsbury                   ,46,77,2370,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Lake                        ,46,79,4460,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Lincoln                     ,46,83,9620,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Lyman                       ,46,85,1380,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Mccook                      ,46,87,2180,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Mcpherson                   ,46,89,1160,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Marshall                    ,46,91,1750,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Mellette                    ,46,95,680,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Miner                       ,46,97,1190,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Minnehaha                   ,46,99,59290,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Moody                       ,46,101,2500,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Potter                      ,46,107,1090,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Roberts                     ,46,109,3630,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Sanborn                     ,46,111,990,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Spink                       ,46,115,2770,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Stanley                     ,46,117,1070,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Sully                       ,46,119,590,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Todd                        ,46,121,2420,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Tripp                       ,46,123,2470,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Turner                      ,46,125,3520,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Walworth                    ,46,129,2470,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
SD ,Yankton                     ,46,135,8140,112,SIOUX FALLS (SD) - MITCHELL (SD)                                     ,Sioux Falls(Mitchell) SD
TN ,Bledsoe                     ,47,7,4420,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Bradley                     ,47,11,34710,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Grundy                      ,47,61,5510,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Hamilton                    ,47,65,124530,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Mcminn                      ,47,107,20190,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Marion                      ,47,115,11240,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Meigs                       ,47,121,4560,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Polk                        ,47,139,6690,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Rhea                        ,47,143,11360,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Sequatchie                  ,47,153,4650,85,CHATTANOOGA (TN)                                                     ,Chattanooga TN
TN ,Lincoln                     ,47,103,12560,83,HUNTSVILLE (AL) - DECATUR (AL) - FLORENCE (AL)                       ,Huntsville-Decatur (Florence) AL
TN ,Carroll                     ,47,17,11690,183,JACKSON (TN)                                                         ,Jackson TN
TN ,Chester                     ,47,23,5740,183,JACKSON (TN)                                                         ,Jackson TN
TN ,Decatur                     ,47,39,4960,183,JACKSON (TN)                                                         ,Jackson TN
TN ,Hardin                      ,47,71,10520,183,JACKSON (TN)                                                         ,Jackson TN
TN ,Henderson                   ,47,77,10500,183,JACKSON (TN)                                                         ,Jackson TN
TN ,Madison                     ,47,113,36160,183,JACKSON (TN)                                                         ,Jackson TN
TN ,Carter                      ,47,19,23900,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
TN ,Greene                      ,47,59,26180,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
TN ,Hawkins                     ,47,73,22440,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
TN ,Johnson                     ,47,91,6950,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
TN ,Sullivan                    ,47,163,63640,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
TN ,Unicoi                      ,47,171,7590,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
TN ,Washington                  ,47,179,44850,90,KINGSPORT (TN) - JOHNSON CITY (TN) - BRISTOL (TN)                    ,#N/A
TN ,Anderson                    ,47,1,29450,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Blount                      ,47,9,43760,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Campbell                    ,47,13,16130,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Claiborne                   ,47,25,11620,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Cocke                       ,47,29,13910,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Cumberland                  ,47,35,20360,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Fentress                    ,47,49,6290,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Grainger                    ,47,57,8420,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Hamblen                     ,47,63,23480,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Hancock                     ,47,67,2690,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Jefferson                   ,47,89,17880,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Knox                        ,47,93,158890,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Loudon                      ,47,105,16560,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Monroe                      ,47,123,15960,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Morgan                      ,47,129,7160,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Roane                       ,47,145,21090,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Scott                       ,47,151,8230,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Sevier                      ,47,155,29910,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Union                       ,47,173,7070,63,KNOXVILLE (TN)                                                       ,Knoxville TN
TN ,Crockett                    ,47,33,5610,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Dyer                        ,47,45,14670,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Fayette                     ,47,47,10730,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Gibson                      ,47,53,19270,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Hardeman                    ,47,69,9690,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Haywood                     ,47,75,7550,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Lauderdale                  ,47,97,9620,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Mcnairy                     ,47,109,10020,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Shelby                      ,47,157,337680,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Tipton                      ,47,167,19020,43,MEMPHIS (TN)                                                         ,Memphis TN
TN ,Bedford                     ,47,3,14180,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Benton                      ,47,5,6800,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Cannon                      ,47,15,4980,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Cheatham                    ,47,21,13320,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Clay                        ,47,27,3440,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Coffee                      ,47,31,19080,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Davidson                    ,47,37,235810,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Dekalb                      ,47,41,7120,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Dickson                     ,47,43,17060,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Franklin                    ,47,51,15110,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Giles                       ,47,55,11850,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Henry                       ,47,79,12910,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Hickman                     ,47,81,8390,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Houston                     ,47,83,3260,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Humphreys                   ,47,85,7310,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Jackson                     ,47,87,4490,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Lawrence                    ,47,99,15220,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Lewis                       ,47,101,4430,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Macon                       ,47,111,8160,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Marshall                    ,47,117,10450,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Maury                       ,47,119,26940,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Montgomery                  ,47,125,50050,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Moore                       ,47,127,2270,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Overton                     ,47,133,8110,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Perry                       ,47,135,3030,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Pickett                     ,47,137,2150,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Putnam                      ,47,141,25090,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Robertson                   ,47,147,20800,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Rutherford                  ,47,149,71110,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Smith                       ,47,159,7090,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Stewart                     ,47,161,5020,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Sumner                      ,47,165,50870,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Trousdale                   ,47,169,2800,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Van Buren                   ,47,175,2110,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Warren                      ,47,177,15320,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Wayne                       ,47,181,6090,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,White                       ,47,185,9270,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Williamson                  ,47,187,48230,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Wilson                      ,47,189,34410,30,NASHVILLE (TN)                                                       ,Nashville TN
TN ,Lake                        ,47,95,2360,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
TN ,Obion                       ,47,131,13150,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
TN ,Weakley                     ,47,183,13500,75,PADUCAH (KY) - CAPE GIRARDEAU (MO) - HARRISBURG (IL) - MT VERNON (KS),Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL
TX ,Brown                       ,48,49,14340,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Callahan                    ,48,59,5210,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Coleman                     ,48,83,3740,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Eastland                    ,48,133,7070,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Fisher                      ,48,151,1790,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Haskell                     ,48,207,2460,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Jones                       ,48,253,6410,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Knox                        ,48,275,1670,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Mitchell                    ,48,335,2940,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Nolan                       ,48,353,6130,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Runnels                     ,48,399,4370,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Scurry                      ,48,415,5520,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Shackelford                 ,48,417,1280,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Stephens                    ,48,429,3570,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Stonewall                   ,48,433,690,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Taylor                      ,48,441,47470,163,ABILENE (TX) - SWEETWATER (TX)                                       ,Abilene-Sweetwater TX
TX ,Armstrong                   ,48,11,790,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Briscoe                     ,48,45,690,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Carson                      ,48,65,2480,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Castro                      ,48,69,2780,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Childress                   ,48,75,2530,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Collingsworth               ,48,87,1260,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Cottle                      ,48,101,780,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Dallam                      ,48,111,2310,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Deaf Smith                  ,48,117,5990,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Donley                      ,48,129,1560,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Gray                        ,48,179,8480,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Hall                        ,48,191,1480,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Hansford                    ,48,195,1980,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Hartley                     ,48,205,1670,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Hemphill                    ,48,211,1280,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Hutchinson                  ,48,233,9140,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Lipscomb                    ,48,295,1170,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Moore                       ,48,341,6850,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Ochiltree                   ,48,357,3230,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Oldham                      ,48,359,690,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Parmer                      ,48,369,3340,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Potter                      ,48,375,41450,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Randall                     ,48,381,42560,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Roberts                     ,48,393,400,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Sherman                     ,48,421,1180,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Swisher                     ,48,437,2960,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Wheeler                     ,48,483,2050,129,AMARILLO (TX)                                                        ,Amarillo TX
TX ,Bastrop                     ,48,21,21720,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Blanco                      ,48,31,3390,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Burnet                      ,48,53,14230,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Caldwell                    ,48,55,11060,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Fayette                     ,48,149,8550,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Gillespie                   ,48,171,8590,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Hays                        ,48,209,36140,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Lee                         ,48,287,5730,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Llano                       ,48,299,8570,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Mason                       ,48,319,1530,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Travis                      ,48,453,335570,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Williamson                  ,48,491,96980,54,AUSTIN (TX)                                                          ,Austin TX
TX ,Hardin                      ,48,199,18300,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     ,Beaumont-Port Arthur TX
TX ,Jasper                      ,48,241,13660,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     ,Beaumont-Port Arthur TX
TX ,Jefferson                   ,48,245,93160,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     ,Beaumont-Port Arthur TX
TX ,Newton                      ,48,351,5690,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     ,Beaumont-Port Arthur TX
TX ,Orange                      ,48,361,31850,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     ,Beaumont-Port Arthur TX
TX ,Tyler                       ,48,457,7900,137,BEAUMONT (TX) - PORT ARTHUR (TX)                                     ,Beaumont-Port Arthur TX
TX ,Aransas                     ,48,7,9210,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Bee                         ,48,25,9300,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Brooks                      ,48,47,2600,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Duval                       ,48,131,4220,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Jim Hogg                    ,48,247,1820,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Jim Wells                   ,48,249,12920,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Kenedy                      ,48,261,100,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Kleberg                     ,48,273,10830,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Live Oak                    ,48,297,4390,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Nueces                      ,48,355,110510,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Refugio                     ,48,391,2900,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,San Patricio                ,48,409,22480,128,CORPUS CHRISTI (TX)                                                  ,Corpus Christi TX
TX ,Anderson                    ,48,1,15960,7,DALLAS (TX) - FT. WORTH (TX)                                         ,Dallas-Ft. Worth TX
