School.Year,County,Grade,Vaccine.Series,Number.of.Schools,Total.Enrollment.Count,Total.Vaccinated.Count,Percentage.Vaccinated,Religious..Flu.Only.Exemption.Count,Religious.Exemption.Count,Percentage.Religious.Exemption,Medical.Exemption.Count,Percentage.Medical.Exemption,Percentage.Compliant,Percentage.Non.Compliant
2014-2015,Tolland,7th,MMR,14,1640,NA,99.3,NA,10,0.6,1,0.1,100,0
2014-2015,Tolland,7th,HepB,14,1640,NA,99.3,NA,10,0.6,1,0.1,100,0
2014-2015,Tolland,7th,Varicella,14,1640,NA,99.3,NA,10,0.6,1,0.1,100,0
2014-2015,Tolland,7th,MCV,14,1640,NA,99,NA,10,0.6,1,0.1,99.7,0.3
2014-2015,Tolland,7th,Tdap,14,1640,NA,99.3,NA,10,0.6,1,0.1,100,0
2014-2015,Windham,Pre-K,Flu,21,951,NA,85.4,57,11,1.2,0,0,92.6,7.4
2014-2015,Windham,K,Polio,24,1136,NA,97.3,NA,15,1.3,7,0.6,99.2,0.8
2014-2015,Windham,K,DTaP,24,1136,NA,97.2,NA,15,1.3,7,0.6,99.1,0.9
2014-2015,Windham,K,MMR,24,1136,NA,97.2,NA,15,1.3,7,0.6,99.1,0.9
2014-2015,Windham,K,HepB,24,1136,NA,97.9,NA,15,1.3,7,0.6,99.8,0.2
2014-2015,Windham,K,Varicella,24,1136,NA,97.2,NA,15,1.3,7,0.6,99.1,0.9
2014-2015,Windham,K,HepA,24,1136,NA,97.3,NA,15,1.3,7,0.6,99.2,0.8
2014-2015,Windham,7th,Polio,20,1321,NA,99.1,NA,10,0.8,0,0,99.9,0.1
2014-2015,Windham,7th,DTaP,20,1321,NA,99.1,NA,10,0.8,0,0,99.9,0.1
2014-2015,Windham,7th,MMR,20,1321,NA,99.2,NA,10,0.8,0,0,100,0
2014-2015,Windham,7th,HepB,20,1321,NA,98.9,NA,10,0.8,0,0,99.7,0.3
2014-2015,Windham,7th,Varicella,20,1321,NA,98.7,NA,10,0.8,0,0,99.5,0.5
2014-2015,Windham,7th,MCV,20,1321,NA,98.6,NA,10,0.8,0,0,99.4,0.6
2014-2015,Windham,7th,Tdap,20,1321,NA,98.8,NA,10,0.8,0,0,99.6,0.4
2013-2014,Fairfield,Pre-K,Flu,103,4565,NA,78.2,202,106,2.3,43,0.9,85.9,14.1
2013-2014,Fairfield,K,Polio,205,11889,NA,97.1,NA,214,1.8,35,0.3,99.2,0.8
2013-2014,Fairfield,K,DTaP,205,11889,NA,97.1,NA,214,1.8,35,0.3,99.2,0.8
2013-2014,Fairfield,K,MMR,205,11889,NA,96.7,NA,214,1.8,35,0.3,98.8,1.2
2013-2014,Fairfield,K,HepB,205,11889,NA,97.3,NA,214,1.8,35,0.3,99.4,0.6
2013-2014,Fairfield,K,Varicella,205,11889,NA,96.5,NA,214,1.8,35,0.3,98.6,1.4
2013-2014,Fairfield,K,HepA,205,11889,NA,96.4,NA,214,1.8,35,0.3,98.5,1.5
2013-2014,Fairfield,7th,Polio,125,12791,NA,98.2,NA,164,1.3,33,0.3,99.7,0.3
2013-2014,Fairfield,7th,DTaP,125,12791,NA,96.7,NA,164,1.3,33,0.3,98.2,1.8
2013-2014,Fairfield,7th,MMR,125,12791,NA,98,NA,164,1.3,33,0.3,99.5,0.5
2013-2014,Fairfield,7th,HepB,125,12791,NA,98.1,NA,164,1.3,33,0.3,99.6,0.4
2013-2014,Fairfield,7th,Varicella,125,12791,NA,96,NA,164,1.3,33,0.3,97.5,2.5
2013-2014,Fairfield,7th,MCV,125,12791,NA,93.2,NA,164,1.3,33,0.3,94.7,5.3
2013-2014,Fairfield,7th,Tdap,125,12791,NA,94.4,NA,164,1.3,33,0.3,95.9,4.1
2013-2014,Hartford,Pre-K,Flu,114,5789,NA,76.6,220,77,1.3,46,0.8,82.5,17.5
2013-2014,Hartford,K,Polio,192,10363,NA,96.2,NA,135,1.3,33,0.3,97.8,2.2
2013-2014,Hartford,K,DTaP,192,10363,NA,96.4,NA,135,1.3,33,0.3,98,2
2013-2014,Hartford,K,MMR,192,10363,NA,96.5,NA,135,1.3,33,0.3,98.1,1.9
2013-2014,Hartford,K,HepB,192,10363,NA,97.2,NA,135,1.3,33,0.3,98.8,1.2
2013-2014,Hartford,K,Varicella,192,10363,NA,96.2,NA,135,1.3,33,0.3,97.8,2.2
2013-2014,Hartford,K,HepA,192,10363,NA,96.1,NA,135,1.3,33,0.3,97.7,2.3
2013-2014,Hartford,7th,Polio,130,10848,NA,98.5,NA,67,0.6,13,0.1,99.2,0.8
2013-2014,Hartford,7th,DTaP,130,10848,NA,98.6,NA,67,0.6,13,0.1,99.3,0.7
2013-2014,Hartford,7th,MMR,130,10848,NA,98.7,NA,67,0.6,13,0.1,99.4,0.6
2013-2014,Hartford,7th,HepB,130,10848,NA,98.7,NA,67,0.6,13,0.1,99.4,0.6
2013-2014,Hartford,7th,Varicella,130,10848,NA,96.7,NA,67,0.6,13,0.1,97.4,2.6
2013-2014,Hartford,7th,MCV,130,10848,NA,93.9,NA,67,0.6,13,0.1,94.6,5.4
2013-2014,Hartford,7th,Tdap,130,10848,NA,94.8,NA,67,0.6,13,0.1,95.5,4.5
2013-2014,Litchfield,Pre-K,Flu,33,830,NA,84.1,20,18,2.2,10,1.2,89.9,10.1
2013-2014,Litchfield,K,Polio,43,1672,NA,97.1,NA,37,2.2,3,0.2,99.5,0.5
2013-2014,Litchfield,K,DTaP,43,1672,NA,97.2,NA,37,2.2,3,0.2,99.6,0.4
2013-2014,Litchfield,K,MMR,43,1672,NA,97,NA,37,2.2,3,0.2,99.4,0.6
2013-2014,Litchfield,K,HepB,43,1672,NA,94.6,NA,37,2.2,3,0.2,97,3
2013-2014,Litchfield,K,Varicella,43,1672,NA,96.9,NA,37,2.2,3,0.2,99.3,0.7
2013-2014,Litchfield,K,HepA,43,1672,NA,94.1,NA,37,2.2,3,0.2,96.5,3.5
2013-2014,Litchfield,7th,Polio,28,1912,NA,98.5,NA,21,1.1,8,0.4,100,0
2013-2014,Litchfield,7th,DTaP,28,1912,NA,98.5,NA,21,1.1,8,0.4,100,0
2013-2014,Litchfield,7th,MMR,28,1912,NA,98.5,NA,21,1.1,8,0.4,100,0
2013-2014,Litchfield,7th,HepB,28,1912,NA,98.5,NA,21,1.1,8,0.4,100,0
2013-2014,Litchfield,7th,Varicella,28,1912,NA,98.3,NA,21,1.1,8,0.4,99.8,0.2
2013-2014,Litchfield,7th,MCV,28,1912,NA,98.2,NA,21,1.1,8,0.4,99.7,0.3
2013-2014,Litchfield,7th,Tdap,28,1912,NA,98.3,NA,21,1.1,8,0.4,99.8,0.2
2013-2014,Middlesex,Pre-K,Flu,14,654,NA,93.1,10,11,1.7,1,0.2,96.5,3.5
2013-2014,Middlesex,K,Polio,27,1518,NA,96,NA,47,3.1,7,0.5,99.6,0.4
2013-2014,Middlesex,K,DTaP,27,1518,NA,96.1,NA,47,3.1,7,0.5,99.7,0.3
2013-2014,Middlesex,K,MMR,27,1518,NA,95.9,NA,47,3.1,7,0.5,99.5,0.5
2013-2014,Middlesex,K,HepB,27,1518,NA,96.2,NA,47,3.1,7,0.5,99.8,0.2
2013-2014,Middlesex,K,Varicella,27,1518,NA,95.5,NA,47,3.1,7,0.5,99.1,0.9
2013-2014,Middlesex,K,HepA,27,1518,NA,95.8,NA,47,3.1,7,0.5,99.4,0.6
2013-2014,Middlesex,7th,Polio,15,1801,NA,98.7,NA,18,1,5,0.3,100,0
2013-2014,Middlesex,7th,DTaP,15,1801,NA,98.7,NA,18,1,5,0.3,100,0
2013-2014,Middlesex,7th,MMR,15,1801,NA,98.7,NA,18,1,5,0.3,100,0
2013-2014,Middlesex,7th,HepB,15,1801,NA,98.7,NA,18,1,5,0.3,100,0
2013-2014,Middlesex,7th,Varicella,15,1801,NA,98.7,NA,18,1,5,0.3,100,0
2013-2014,Middlesex,7th,MCV,15,1801,NA,94.5,NA,18,1,5,0.3,95.8,4.2
2013-2014,Middlesex,7th,Tdap,15,1801,NA,95.3,NA,18,1,5,0.3,96.6,3.4
2013-2014,New Haven,Pre-K,Flu,112,5130,NA,85.6,133,37,0.7,55,1.1,90,10
2013-2014,New Haven,K,Polio,171,10042,NA,98.1,NA,96,1,22,0.2,99.3,0.7
2013-2014,New Haven,K,DTaP,171,10042,NA,98.1,NA,96,1,22,0.2,99.3,0.7
2013-2014,New Haven,K,MMR,171,10042,NA,97.9,NA,96,1,22,0.2,99.1,0.9
2013-2014,New Haven,K,HepB,171,10042,NA,98.3,NA,96,1,22,0.2,99.5,0.5
2013-2014,New Haven,K,Varicella,171,10042,NA,97.7,NA,96,1,22,0.2,98.9,1.1
2013-2014,New Haven,K,HepA,171,10042,NA,97.5,NA,96,1,22,0.2,98.7,1.3
2013-2014,New Haven,7th,Polio,121,10446,NA,99,NA,38,0.4,20,0.2,99.6,0.4
2013-2014,New Haven,7th,DTaP,121,10446,NA,98.9,NA,38,0.4,20,0.2,99.5,0.5
2013-2014,New Haven,7th,MMR,121,10446,NA,99,NA,38,0.4,20,0.2,99.6,0.4
2013-2014,New Haven,7th,HepB,121,10446,NA,99,NA,38,0.4,20,0.2,99.6,0.4
2013-2014,New Haven,7th,Varicella,121,10446,NA,95.1,NA,38,0.4,20,0.2,95.7,4.3
2013-2014,New Haven,7th,MCV,121,10446,NA,91.7,NA,38,0.4,20,0.2,92.3,7.7
2013-2014,New Haven,7th,Tdap,121,10446,NA,93.7,NA,38,0.4,20,0.2,94.3,5.7
2013-2014,New London,Pre-K,Flu,39,1770,NA,88.4,69,15,0.8,14,0.8,93.9,6.1
2013-2014,New London,K,Polio,58,2923,NA,96.9,NA,68,2.3,12,0.4,99.6,0.4
2013-2014,New London,K,DTaP,58,2923,NA,96.9,NA,68,2.3,12,0.4,99.6,0.4
2013-2014,New London,K,MMR,58,2923,NA,96.9,NA,68,2.3,12,0.4,99.6,0.4
2013-2014,New London,K,HepB,58,2923,NA,96.7,NA,68,2.3,12,0.4,99.4,0.6
2013-2014,New London,K,Varicella,58,2923,NA,96.7,NA,68,2.3,12,0.4,99.4,0.6
2013-2014,New London,K,HepA,58,2923,NA,96,NA,68,2.3,12,0.4,98.7,1.3
2013-2014,New London,7th,Polio,43,2900,NA,99,NA,24,0.8,6,0.2,100,0
2013-2014,New London,7th,DTaP,43,2900,NA,98.9,NA,24,0.8,6,0.2,99.9,0.1
2013-2014,New London,7th,MMR,43,2900,NA,98.9,NA,24,0.8,6,0.2,99.9,0.1
2013-2014,New London,7th,HepB,43,2900,NA,98.7,NA,24,0.8,6,0.2,99.7,0.3
2013-2014,New London,7th,Varicella,43,2900,NA,98.3,NA,24,0.8,6,0.2,99.3,0.7
2013-2014,New London,7th,MCV,43,2900,NA,79.9,NA,24,0.8,6,0.2,80.9,19.1
2013-2014,New London,7th,Tdap,43,2900,NA,96,NA,24,0.8,6,0.2,97,3
2013-2014,State,Pre-K,Flu,457,20370,NA,82.1,707,282,1.4,188,0.9,87.9,12.1
2013-2014,State,K,Polio,746,40916,NA,97,NA,668,1.6,127,0.3,98.9,1.1
2013-2014,State,K,DTaP,746,40916,NA,97,NA,668,1.6,127,0.3,98.9,1.1
2013-2014,State,K,MMR,746,40916,NA,96.9,NA,668,1.6,127,0.3,98.8,1.2
2013-2014,State,K,HepB,746,40916,NA,97.3,NA,668,1.6,127,0.3,99.2,0.8
2013-2014,State,K,Varicella,746,40916,NA,96.7,NA,668,1.6,127,0.3,98.6,1.4
2013-2014,State,K,HepA,746,40916,NA,96.4,NA,668,1.6,127,0.3,98.3,1.7
2013-2014,State,7th,Polio,497,43719,NA,98.6,NA,360,0.8,91,0.2,99.6,0.4
2013-2014,State,7th,DTaP,497,43719,NA,98.1,NA,360,0.8,91,0.2,99.1,0.9
2013-2014,State,7th,MMR,497,43719,NA,98.6,NA,360,0.8,91,0.2,99.6,0.4
2013-2014,State,7th,HepB,497,43719,NA,98.6,NA,360,0.8,91,0.2,99.6,0.4
2013-2014,State,7th,Varicella,497,43719,NA,96.5,NA,360,0.8,91,0.2,97.5,2.5
2013-2014,State,7th,MCV,497,43719,NA,92.5,NA,360,0.8,91,0.2,93.5,6.5
2013-2014,State,7th,Tdap,497,43719,NA,94.9,NA,360,0.8,91,0.2,95.9,4.1
2013-2014,Tolland,Pre-K,Flu,22,780,NA,90.1,27,15,1.9,12,1.5,97,3
2013-2014,Tolland,K,Polio,25,1280,NA,94.8,NA,55,4.3,3,0.2,99.3,0.7
2013-2014,Tolland,K,DTaP,25,1280,NA,94.8,NA,55,4.3,3,0.2,99.3,0.7
2013-2014,Tolland,K,MMR,25,1280,NA,95.1,NA,55,4.3,3,0.2,99.6,0.4
2013-2014,Tolland,K,HepB,25,1280,NA,95.2,NA,55,4.3,3,0.2,99.7,0.3
2013-2014,Tolland,K,Varicella,25,1280,NA,95.1,NA,55,4.3,3,0.2,99.6,0.4
2013-2014,Tolland,K,HepA,25,1280,NA,94,NA,55,4.3,3,0.2,98.5,1.5
2013-2014,Tolland,7th,Polio,15,1606,NA,98.8,NA,16,1,3,0.2,100,0
2013-2014,Tolland,7th,DTaP,15,1606,NA,98.8,NA,16,1,3,0.2,100,0
2013-2014,Tolland,7th,MMR,15,1606,NA,98.8,NA,16,1,3,0.2,100,0
2013-2014,Tolland,7th,HepB,15,1606,NA,98.8,NA,16,1,3,0.2,100,0
2013-2014,Tolland,7th,Varicella,15,1606,NA,98.8,NA,16,1,3,0.2,100,0
2013-2014,Tolland,7th,MCV,15,1606,NA,95.3,NA,16,1,3,0.2,96.5,3.5
2013-2014,Tolland,7th,Tdap,15,1606,NA,98.6,NA,16,1,3,0.2,99.8,0.2
2013-2014,Windham,Pre-K,Flu,20,852,NA,89.3,26,3,0.4,7,0.8,93.5,6.5
2013-2014,Windham,K,Polio,25,1229,NA,97.5,NA,16,1.3,12,1,99.8,0.2
2013-2014,Windham,K,DTaP,25,1229,NA,97.6,NA,16,1.3,12,1,99.9,0.1
2013-2014,Windham,K,MMR,25,1229,NA,97.5,NA,16,1.3,12,1,99.8,0.2
2013-2014,Windham,K,HepB,25,1229,NA,97.4,NA,16,1.3,12,1,99.7,0.3
2013-2014,Windham,K,Varicella,25,1229,NA,97.2,NA,16,1.3,12,1,99.5,0.5
2013-2014,Windham,K,HepA,25,1229,NA,96.3,NA,16,1.3,12,1,98.6,1.4
2013-2014,Windham,7th,Polio,20,1415,NA,98.8,NA,12,0.8,3,0.2,99.9,0.1
2013-2014,Windham,7th,DTaP,20,1415,NA,98.7,NA,12,0.8,3,0.2,99.8,0.2
2013-2014,Windham,7th,MMR,20,1415,NA,98.6,NA,12,0.8,3,0.2,99.7,0.3
2013-2014,Windham,7th,HepB,20,1415,NA,98.7,NA,12,0.8,3,0.2,99.8,0.2
2013-2014,Windham,7th,Varicella,20,1415,NA,98.4,NA,12,0.8,3,0.2,99.5,0.5
2013-2014,Windham,7th,MCV,20,1415,NA,92.6,NA,12,0.8,3,0.2,93.7,6.3
2013-2014,Windham,7th,Tdap,20,1415,NA,97.6,NA,12,0.8,3,0.2,98.7,1.3
2012-2013,Fairfield,Pre-K,Flu,96,5126,NA,76.8,144,103,2,38,0.7,82.4,17.6
2012-2013,Fairfield,K,Polio,202,12091,NA,97.2,NA,201,1.7,30,0.2,99.1,0.9
2012-2013,Fairfield,K,DTaP,202,12091,NA,97.2,NA,201,1.7,30,0.2,99.1,0.9
2012-2013,Fairfield,K,MMR,202,12091,NA,97,NA,201,1.7,30,0.2,98.9,1.1
2012-2013,Fairfield,K,HepB,202,12091,NA,97.4,NA,201,1.7,30,0.2,99.3,0.7
2012-2013,Fairfield,K,Varicella,202,12091,NA,96.7,NA,201,1.7,30,0.2,98.6,1.4
2012-2013,Fairfield,K,HepA,202,12091,NA,95.3,NA,201,1.7,30,0.2,97.2,2.8
2012-2013,Fairfield,7th,Polio,123,12346,NA,98.6,NA,102,0.8,53,0.4,99.9,0.1
2012-2013,Fairfield,7th,DTaP,123,12346,NA,98.5,NA,102,0.8,53,0.4,99.8,0.2
2012-2013,Fairfield,7th,MMR,123,12346,NA,98.6,NA,102,0.8,53,0.4,99.9,0.1
2012-2013,Fairfield,7th,HepB,123,12346,NA,98.4,NA,102,0.8,53,0.4,99.7,0.3
2012-2013,Fairfield,7th,Varicella,123,12346,NA,97.1,NA,102,0.8,53,0.4,98.4,1.6
2012-2013,Fairfield,7th,MCV,123,12346,NA,94.9,NA,102,0.8,53,0.4,96.2,3.8
2012-2013,Fairfield,7th,Tdap,123,12346,NA,96,NA,102,0.8,53,0.4,97.3,2.7
2012-2013,Hartford,Pre-K,Flu,118,5810,NA,71.3,170,73,1.3,46,0.8,76.3,23.7
2012-2013,Hartford,K,Polio,188,10512,NA,96.9,NA,117,1.1,24,0.2,98.2,1.8
2012-2013,Hartford,K,DTaP,188,10512,NA,97,NA,117,1.1,24,0.2,98.3,1.7
2012-2013,Hartford,K,MMR,188,10512,NA,96.8,NA,117,1.1,24,0.2,98.1,1.9
2012-2013,Hartford,K,HepB,188,10512,NA,97.3,NA,117,1.1,24,0.2,98.6,1.4
2012-2013,Hartford,K,Varicella,188,10512,NA,96.5,NA,117,1.1,24,0.2,97.8,2.2
2012-2013,Hartford,K,HepA,188,10512,NA,94.6,NA,117,1.1,24,0.2,95.9,4.1
2012-2013,Hartford,7th,Polio,127,10345,NA,98.7,NA,68,0.7,15,0.1,99.5,0.5
2012-2013,Hartford,7th,DTaP,127,10345,NA,98.7,NA,68,0.7,15,0.1,99.5,0.5
2012-2013,Hartford,7th,MMR,127,10345,NA,98.7,NA,68,0.7,15,0.1,99.5,0.5
2012-2013,Hartford,7th,HepB,127,10345,NA,98.1,NA,68,0.7,15,0.1,98.9,1.1
2012-2013,Hartford,7th,Varicella,127,10345,NA,96.1,NA,68,0.7,15,0.1,96.9,3.1
2012-2013,Hartford,7th,MCV,127,10345,NA,92.9,NA,68,0.7,15,0.1,93.7,6.3
2012-2013,Hartford,7th,Tdap,127,10345,NA,94,NA,68,0.7,15,0.1,94.8,5.2
2012-2013,Litchfield,Pre-K,Flu,28,735,NA,85.6,14,10,1.4,9,1.2,90.1,9.9
2012-2013,Litchfield,K,Polio,43,1826,NA,96.6,NA,39,2.1,12,0.7,99.4,0.6
2012-2013,Litchfield,K,DTaP,43,1826,NA,96.7,NA,39,2.1,12,0.7,99.5,0.5
2012-2013,Litchfield,K,MMR,43,1826,NA,96.6,NA,39,2.1,12,0.7,99.4,0.6
2012-2013,Litchfield,K,HepB,43,1826,NA,96.8,NA,39,2.1,12,0.7,99.6,0.4
2012-2013,Litchfield,K,Varicella,43,1826,NA,96.4,NA,39,2.1,12,0.7,99.2,0.8
2012-2013,Litchfield,K,HepA,43,1826,NA,92.8,NA,39,2.1,12,0.7,95.6,4.4
2012-2013,Litchfield,7th,Polio,29,1897,NA,98.7,NA,19,1,5,0.3,100,0
2012-2013,Litchfield,7th,DTaP,29,1897,NA,98.7,NA,19,1,5,0.3,100,0
2012-2013,Litchfield,7th,MMR,29,1897,NA,98.7,NA,19,1,5,0.3,100,0
2012-2013,Litchfield,7th,HepB,29,1897,NA,98.5,NA,19,1,5,0.3,99.8,0.2
2012-2013,Litchfield,7th,Varicella,29,1897,NA,90.8,NA,19,1,5,0.3,92.1,7.9
2012-2013,Litchfield,7th,MCV,29,1897,NA,90.1,NA,19,1,5,0.3,91.4,8.6
2012-2013,Litchfield,7th,Tdap,29,1897,NA,90.7,NA,19,1,5,0.3,92,8
2012-2013,Middlesex,Pre-K,Flu,15,548,NA,84.5,12,12,2.2,6,1.1,90,10
2012-2013,Middlesex,K,Polio,26,1538,NA,96,NA,43,2.8,6,0.4,99.2,0.8
2012-2013,Middlesex,K,DTaP,26,1538,NA,95.5,NA,43,2.8,6,0.4,98.7,1.3
2012-2013,Middlesex,K,MMR,26,1538,NA,96.4,NA,43,2.8,6,0.4,99.6,0.4
2012-2013,Middlesex,K,HepB,26,1538,NA,96.4,NA,43,2.8,6,0.4,99.6,0.4
2012-2013,Middlesex,K,Varicella,26,1538,NA,96.2,NA,43,2.8,6,0.4,99.4,0.6
2012-2013,Middlesex,K,HepA,26,1538,NA,94,NA,43,2.8,6,0.4,97.2,2.8
2012-2013,Middlesex,7th,Polio,18,1831,NA,96.1,NA,17,0.9,4,0.2,97.2,2.8
2012-2013,Middlesex,7th,DTaP,18,1831,NA,96.1,NA,17,0.9,4,0.2,97.2,2.8
2012-2013,Middlesex,7th,MMR,18,1831,NA,96,NA,17,0.9,4,0.2,97.1,2.9
2012-2013,Middlesex,7th,HepB,18,1831,NA,96.1,NA,17,0.9,4,0.2,97.2,2.8
2012-2013,Middlesex,7th,Varicella,18,1831,NA,96,NA,17,0.9,4,0.2,97.1,2.9
2012-2013,Middlesex,7th,MCV,18,1831,NA,96,NA,17,0.9,4,0.2,97.1,2.9
2012-2013,Middlesex,7th,Tdap,18,1831,NA,96.1,NA,17,0.9,4,0.2,97.2,2.8
2012-2013,New Haven,Pre-K,Flu,113,4741,NA,87.4,105,40,0.8,58,1.2,91.7,8.3
2012-2013,New Haven,K,Polio,164,10062,NA,98.2,NA,72,0.7,24,0.2,99.2,0.8
2012-2013,New Haven,K,DTaP,164,10062,NA,98.1,NA,72,0.7,24,0.2,99.1,0.9
2012-2013,New Haven,K,MMR,164,10062,NA,97.9,NA,72,0.7,24,0.2,98.9,1.1
2012-2013,New Haven,K,HepB,164,10062,NA,98.4,NA,72,0.7,24,0.2,99.4,0.6
2012-2013,New Haven,K,Varicella,164,10062,NA,97.7,NA,72,0.7,24,0.2,98.7,1.3
2012-2013,New Haven,K,HepA,164,10062,NA,95.1,NA,72,0.7,24,0.2,96.1,3.9
2012-2013,New Haven,7th,Polio,120,10581,NA,99.1,NA,52,0.5,17,0.2,99.8,0.2
2012-2013,New Haven,7th,DTaP,120,10581,NA,99.1,NA,52,0.5,17,0.2,99.8,0.2
2012-2013,New Haven,7th,MMR,120,10581,NA,99.1,NA,52,0.5,17,0.2,99.8,0.2
2012-2013,New Haven,7th,HepB,120,10581,NA,99.2,NA,52,0.5,17,0.2,99.9,0.1
2012-2013,New Haven,7th,Varicella,120,10581,NA,97.6,NA,52,0.5,17,0.2,98.3,1.7
2012-2013,New Haven,7th,MCV,120,10581,NA,96.2,NA,52,0.5,17,0.2,96.9,3.1
2012-2013,New Haven,7th,Tdap,120,10581,NA,96.5,NA,52,0.5,17,0.2,97.2,2.8
2012-2013,New London,Pre-K,Flu,41,1742,NA,89.5,60,18,1,22,1.3,95.2,4.8
2012-2013,New London,K,Polio,57,2962,NA,96.8,NA,49,1.7,13,0.4,98.9,1.1
2012-2013,New London,K,DTaP,57,2962,NA,96.8,NA,49,1.7,13,0.4,98.9,1.1
2012-2013,New London,K,MMR,57,2962,NA,96.9,NA,49,1.7,13,0.4,99,1
2012-2013,New London,K,HepB,57,2962,NA,97.2,NA,49,1.7,13,0.4,99.3,0.7
2012-2013,New London,K,Varicella,57,2962,NA,96.7,NA,49,1.7,13,0.4,98.8,1.2
2012-2013,New London,K,HepA,57,2962,NA,95.7,NA,49,1.7,13,0.4,97.8,2.2
2012-2013,New London,7th,Polio,40,3166,NA,98.5,NA,33,1,14,0.4,100,0
2012-2013,New London,7th,DTaP,40,3166,NA,98.5,NA,33,1,14,0.4,100,0
2012-2013,New London,7th,MMR,40,3166,NA,98.5,NA,33,1,14,0.4,100,0
2012-2013,New London,7th,HepB,40,3166,NA,98.5,NA,33,1,14,0.4,100,0
2012-2013,New London,7th,Varicella,40,3166,NA,97.7,NA,33,1,14,0.4,99.2,0.8
2012-2013,New London,7th,MCV,40,3166,NA,97,NA,33,1,14,0.4,98.5,1.5
2012-2013,New London,7th,Tdap,40,3166,NA,97.3,NA,33,1,14,0.4,98.8,1.2
2012-2013,State,Pre-K,Flu,452,20397,NA,80.3,577,279,1.4,205,1,85.5,14.5
2012-2013,State,K,Polio,729,41604,NA,97.2,NA,601,1.4,124,0.3,98.9,1.1
2012-2013,State,K,DTaP,729,41604,NA,97.2,NA,601,1.4,124,0.3,98.9,1.1
2012-2013,State,K,MMR,729,41604,NA,97.1,NA,601,1.4,124,0.3,98.8,1.2
2012-2013,State,K,HepB,729,41604,NA,97.4,NA,601,1.4,124,0.3,99.1,0.9
2012-2013,State,K,Varicella,729,41604,NA,96.8,NA,601,1.4,124,0.3,98.5,1.5
2012-2013,State,K,HepA,729,41604,NA,94.8,NA,601,1.4,124,0.3,96.5,3.5
2012-2013,State,7th,Polio,492,43262,NA,98.7,NA,311,0.7,119,0.3,99.7,0.3
2012-2013,State,7th,DTaP,492,43262,NA,98.6,NA,311,0.7,119,0.3,99.6,0.4
2012-2013,State,7th,MMR,492,43262,NA,98.7,NA,311,0.7,119,0.3,99.7,0.3
2012-2013,State,7th,HepB,492,43262,NA,98.5,NA,311,0.7,119,0.3,99.5,0.5
2012-2013,State,7th,Varicella,492,43262,NA,96.8,NA,311,0.7,119,0.3,97.8,2.2
2012-2013,State,7th,MCV,492,43262,NA,94.9,NA,311,0.7,119,0.3,95.9,4.1
2012-2013,State,7th,Tdap,492,43262,NA,95.6,NA,311,0.7,119,0.3,96.6,3.4
2012-2013,Tolland,Pre-K,Flu,21,927,NA,89.2,40,9,1,15,1.6,96.1,3.9
2012-2013,Tolland,K,Polio,26,1361,NA,95.7,NA,43,3.2,9,0.7,99.5,0.5
2012-2013,Tolland,K,DTaP,26,1361,NA,95.7,NA,43,3.2,9,0.7,99.5,0.5
2012-2013,Tolland,K,MMR,26,1361,NA,95.9,NA,43,3.2,9,0.7,99.7,0.3
2012-2013,Tolland,K,HepB,26,1361,NA,96,NA,43,3.2,9,0.7,99.8,0.2
2012-2013,Tolland,K,Varicella,26,1361,NA,95.7,NA,43,3.2,9,0.7,99.5,0.5
2012-2013,Tolland,K,HepA,26,1361,NA,92.4,NA,43,3.2,9,0.7,96.2,3.8
2012-2013,Tolland,7th,Polio,14,1722,NA,98.6,NA,14,0.8,10,0.6,100,0
2012-2013,Tolland,7th,DTaP,14,1722,NA,98.6,NA,14,0.8,10,0.6,100,0
2012-2013,Tolland,7th,MMR,14,1722,NA,98.6,NA,14,0.8,10,0.6,100,0
2012-2013,Tolland,7th,HepB,14,1722,NA,98.6,NA,14,0.8,10,0.6,100,0
2012-2013,Tolland,7th,Varicella,14,1722,NA,98.3,NA,14,0.8,10,0.6,99.7,0.3
2012-2013,Tolland,7th,MCV,14,1722,NA,97.6,NA,14,0.8,10,0.6,99,1
2012-2013,Tolland,7th,Tdap,14,1722,NA,97.9,NA,14,0.8,10,0.6,99.3,0.7
2012-2013,Windham,Pre-K,Flu,452,20397,NA,88,32,279,1.4,205,1,90.5,9.5
2012-2013,Windham,K,Polio,23,1252,NA,96.1,NA,37,3,6,0.5,99.5,0.5
2012-2013,Windham,K,DTaP,23,1252,NA,96.1,NA,37,3,6,0.5,99.5,0.5
2012-2013,Windham,K,MMR,23,1252,NA,96.1,NA,37,3,6,0.5,99.5,0.5
2012-2013,Windham,K,HepB,23,1252,NA,96.3,NA,37,3,6,0.5,99.7,0.3
2012-2013,Windham,K,Varicella,23,1252,NA,96.3,NA,37,3,6,0.5,99.7,0.3
2012-2013,Windham,K,HepA,23,1252,NA,94.5,NA,37,3,6,0.5,97.9,2.1
2012-2013,Windham,7th,Polio,21,1374,NA,99.5,NA,6,0.4,1,0.1,100,0
2012-2013,Windham,7th,DTaP,21,1374,NA,99.4,NA,6,0.4,1,0.1,99.9,0.1
2012-2013,Windham,7th,MMR,21,1374,NA,99.5,NA,6,0.4,1,0.1,100,0
2012-2013,Windham,7th,HepB,21,1374,NA,99.4,NA,6,0.4,1,0.1,99.9,0.1
2012-2013,Windham,7th,Varicella,21,1374,NA,98.4,NA,6,0.4,1,0.1,98.9,1.1
