"","st","agec2","year","N_IPD"
"1","1","<5 years",1998,7
"2","1","<5 years",1999,6
"3","1","<5 years",2000,8
"4","1","<5 years",2001,3
"5","1","<5 years",2002,5
"6","1","<5 years",2003,1
"7","1","<5 years",2004,8
"8","1","<5 years",2005,7
"9","1","<5 years",2006,7
"10","1","<5 years",2007,4
"11","1","<5 years",2008,6
"12","1","<5 years",2009,7
"13","1","5-49 years",1998,49
"14","1","5-49 years",1999,34
"15","1","5-49 years",2000,29
"16","1","5-49 years",2001,27
"17","1","5-49 years",2002,19
"18","1","5-49 years",2003,23
"19","1","5-49 years",2004,18
"20","1","5-49 years",2005,29
"21","1","5-49 years",2006,33
"22","1","5-49 years",2007,20
"23","1","5-49 years",2008,35
"24","1","5-49 years",2009,24
"25","1","5-49 years",2010,21
"26","1","5-49 years",2011,4
"27","1","5-49 years",2012,5
"28","1","5-49 years",2013,2
"29","1","5-49 years",2016,1
"30","1","5-49 years",2018,1
"31","1","5-49 years",2019,1
"32","1","5-49 years",2022,1
"33","1","50+ years",1998,31
"34","1","50+ years",1999,19
"35","1","50+ years",2000,13
"36","1","50+ years",2001,14
"37","1","50+ years",2002,8
"38","1","50+ years",2003,16
"39","1","50+ years",2004,10
"40","1","50+ years",2005,16
"41","1","50+ years",2006,16
"42","1","50+ years",2007,18
"43","1","50+ years",2008,22
"44","1","50+ years",2009,14
"45","1","50+ years",2010,13
"46","1","50+ years",2011,6
"47","1","50+ years",2012,2
"48","1","50+ years",2013,2
"49","10A","<5 years",1998,3
"50","10A","<5 years",1999,1
"51","10A","<5 years",2000,4
"52","10A","<5 years",2001,3
"53","10A","<5 years",2002,6
"54","10A","<5 years",2003,5
"55","10A","<5 years",2004,4
"56","10A","<5 years",2005,7
"57","10A","<5 years",2006,8
"58","10A","<5 years",2007,11
"59","10A","<5 years",2008,4
"60","10A","<5 years",2009,8
"61","10A","<5 years",2010,7
"62","10A","<5 years",2011,4
"63","10A","<5 years",2012,8
"64","10A","<5 years",2013,4
"65","10A","<5 years",2014,10
"66","10A","<5 years",2015,10
"67","10A","<5 years",2016,4
"68","10A","<5 years",2017,4
"69","10A","<5 years",2018,6
"70","10A","<5 years",2019,5
"71","10A","<5 years",2020,1
"72","10A","<5 years",2021,3
"73","10A","<5 years",2022,5
"74","10A","<5 years",2023,5
"75","10A","5-49 years",1998,9
"76","10A","5-49 years",1999,8
"77","10A","5-49 years",2000,7
"78","10A","5-49 years",2001,9
"79","10A","5-49 years",2002,5
"80","10A","5-49 years",2003,9
"81","10A","5-49 years",2004,8
"82","10A","5-49 years",2005,10
"83","10A","5-49 years",2006,13
"84","10A","5-49 years",2007,15
"85","10A","5-49 years",2008,20
"86","10A","5-49 years",2009,16
"87","10A","5-49 years",2010,13
"88","10A","5-49 years",2011,13
"89","10A","5-49 years",2012,11
"90","10A","5-49 years",2013,17
"91","10A","5-49 years",2014,11
"92","10A","5-49 years",2015,8
"93","10A","5-49 years",2016,10
"94","10A","5-49 years",2017,15
"95","10A","5-49 years",2018,13
"96","10A","5-49 years",2019,13
"97","10A","5-49 years",2020,3
"98","10A","5-49 years",2021,7
"99","10A","5-49 years",2022,7
"100","10A","5-49 years",2023,7
"101","10A","50+ years",1998,15
"102","10A","50+ years",1999,7
"103","10A","50+ years",2000,10
"104","10A","50+ years",2001,10
"105","10A","50+ years",2002,15
"106","10A","50+ years",2003,15
"107","10A","50+ years",2004,14
"108","10A","50+ years",2005,27
"109","10A","50+ years",2006,28
"110","10A","50+ years",2007,28
"111","10A","50+ years",2008,24
"112","10A","50+ years",2009,31
"113","10A","50+ years",2010,28
"114","10A","50+ years",2011,23
"115","10A","50+ years",2012,17
"116","10A","50+ years",2013,43
"117","10A","50+ years",2014,28
"118","10A","50+ years",2015,34
"119","10A","50+ years",2016,31
"120","10A","50+ years",2017,41
"121","10A","50+ years",2018,31
"122","10A","50+ years",2019,37
"123","10A","50+ years",2020,25
"124","10A","50+ years",2021,14
"125","10A","50+ years",2022,23
"126","10A","50+ years",2023,27
"127","10F","<5 years",2016,1
"128","10F","<5 years",2017,1
"129","10F","5-49 years",2005,1
"130","10F","5-49 years",2009,1
"131","10F","5-49 years",2010,1
"132","10F","5-49 years",2019,1
"133","10F","5-49 years",2020,1
"134","10F","5-49 years",2023,3
"135","10F","50+ years",2002,1
"136","10F","50+ years",2003,1
"137","10F","50+ years",2004,1
"138","10F","50+ years",2006,1
"139","10F","50+ years",2011,1
"140","10F","50+ years",2013,2
"141","10F","50+ years",2015,1
"142","10F","50+ years",2016,2
"143","10F","50+ years",2017,2
"144","10F","50+ years",2018,2
"145","10F","50+ years",2019,2
"146","10F","50+ years",2020,1
"147","10F","50+ years",2021,3
"148","10F","50+ years",2022,1
"149","10F","50+ years",2023,1
"150","11A","<5 years",1998,2
"151","11A","<5 years",1999,1
"152","11A","<5 years",2000,1
"153","11A","<5 years",2001,4
"154","11A","<5 years",2002,5
"155","11A","<5 years",2003,4
"156","11A","<5 years",2004,1
"157","11A","<5 years",2005,7
"158","11A","<5 years",2006,3
"159","11A","<5 years",2007,2
"160","11A","<5 years",2008,4
"161","11A","<5 years",2009,5
"162","11A","<5 years",2010,5
"163","11A","<5 years",2011,3
"164","11A","<5 years",2012,6
"165","11A","<5 years",2013,2
"166","11A","<5 years",2014,5
"167","11A","<5 years",2015,4
"168","11A","<5 years",2016,3
"169","11A","<5 years",2017,2
"170","11A","<5 years",2018,4
"171","11A","<5 years",2019,3
"172","11A","<5 years",2021,3
"173","11A","<5 years",2022,5
"174","11A","<5 years",2023,7
"175","11A","5-49 years",1998,20
"176","11A","5-49 years",1999,21
"177","11A","5-49 years",2000,20
"178","11A","5-49 years",2001,27
"179","11A","5-49 years",2002,36
"180","11A","5-49 years",2003,42
"181","11A","5-49 years",2004,33
"182","11A","5-49 years",2005,24
"183","11A","5-49 years",2006,25
"184","11A","5-49 years",2007,18
"185","11A","5-49 years",2008,19
"186","11A","5-49 years",2009,23
"187","11A","5-49 years",2010,19
"188","11A","5-49 years",2011,18
"189","11A","5-49 years",2012,30
"190","11A","5-49 years",2013,32
"191","11A","5-49 years",2014,19
"192","11A","5-49 years",2015,20
"193","11A","5-49 years",2016,15
"194","11A","5-49 years",2017,28
"195","11A","5-49 years",2018,16
"196","11A","5-49 years",2019,15
"197","11A","5-49 years",2020,22
"198","11A","5-49 years",2021,7
"199","11A","5-49 years",2022,17
"200","11A","5-49 years",2023,16
"201","11A","50+ years",1998,37
"202","11A","50+ years",1999,37
"203","11A","50+ years",2000,38
"204","11A","50+ years",2001,40
"205","11A","50+ years",2002,64
"206","11A","50+ years",2003,70
"207","11A","50+ years",2004,65
"208","11A","50+ years",2005,70
"209","11A","50+ years",2006,79
"210","11A","50+ years",2007,69
"211","11A","50+ years",2008,59
"212","11A","50+ years",2009,59
"213","11A","50+ years",2010,62
"214","11A","50+ years",2011,78
"215","11A","50+ years",2012,68
"216","11A","50+ years",2013,80
"217","11A","50+ years",2014,87
"218","11A","50+ years",2015,67
"219","11A","50+ years",2016,69
"220","11A","50+ years",2017,97
"221","11A","50+ years",2018,87
"222","11A","50+ years",2019,81
"223","11A","50+ years",2020,47
"224","11A","50+ years",2021,34
"225","11A","50+ years",2022,52
"226","11A","50+ years",2023,76
"227","11B","<5 years",2013,1
"228","11B","5-49 years",1998,1
"229","11B","5-49 years",1999,1
"230","11B","5-49 years",2003,1
"231","11B","5-49 years",2015,1
"232","11B","50+ years",2001,1
"233","11B","50+ years",2012,1
"234","11B","50+ years",2015,1
"235","11C","5-49 years",1998,1
"236","11C","50+ years",1998,1
"237","11C","50+ years",2000,1
"238","12A","<5 years",2000,1
"239","12A","5-49 years",2000,1
"240","12A","50+ years",1999,1
"241","12A","50+ years",2001,1
"242","12B","50+ years",2000,1
"243","12F","<5 years",1998,13
"244","12F","<5 years",1999,13
"245","12F","<5 years",2000,7
"246","12F","<5 years",2001,15
"247","12F","<5 years",2002,10
"248","12F","<5 years",2003,11
"249","12F","<5 years",2004,11
"250","12F","<5 years",2005,15
"251","12F","<5 years",2006,11
"252","12F","<5 years",2007,11
"253","12F","<5 years",2008,6
"254","12F","<5 years",2009,7
"255","12F","<5 years",2010,7
"256","12F","<5 years",2011,8
"257","12F","<5 years",2012,8
"258","12F","<5 years",2013,6
"259","12F","<5 years",2014,3
"260","12F","<5 years",2015,6
"261","12F","<5 years",2016,5
"262","12F","<5 years",2017,2
"263","12F","<5 years",2018,2
"264","12F","<5 years",2019,2
"265","12F","<5 years",2022,1
"266","12F","5-49 years",1998,68
"267","12F","5-49 years",1999,93
"268","12F","5-49 years",2000,80
"269","12F","5-49 years",2001,93
"270","12F","5-49 years",2002,67
"271","12F","5-49 years",2003,80
"272","12F","5-49 years",2004,76
"273","12F","5-49 years",2005,94
"274","12F","5-49 years",2006,67
"275","12F","5-49 years",2007,62
"276","12F","5-49 years",2008,48
"277","12F","5-49 years",2009,25
"278","12F","5-49 years",2010,38
"279","12F","5-49 years",2011,42
"280","12F","5-49 years",2012,36
"281","12F","5-49 years",2013,49
"282","12F","5-49 years",2014,52
"283","12F","5-49 years",2015,44
"284","12F","5-49 years",2016,38
"285","12F","5-49 years",2017,34
"286","12F","5-49 years",2018,32
"287","12F","5-49 years",2019,32
"288","12F","5-49 years",2020,29
"289","12F","5-49 years",2021,25
"290","12F","5-49 years",2022,38
"291","12F","5-49 years",2023,66
"292","12F","50+ years",1998,58
"293","12F","50+ years",1999,70
"294","12F","50+ years",2000,62
"295","12F","50+ years",2001,65
"296","12F","50+ years",2002,54
"297","12F","50+ years",2003,63
"298","12F","50+ years",2004,51
"299","12F","50+ years",2005,77
"300","12F","50+ years",2006,83
"301","12F","50+ years",2007,69
"302","12F","50+ years",2008,39
"303","12F","50+ years",2009,42
"304","12F","50+ years",2010,48
"305","12F","50+ years",2011,64
"306","12F","50+ years",2012,59
"307","12F","50+ years",2013,97
"308","12F","50+ years",2014,107
"309","12F","50+ years",2015,90
"310","12F","50+ years",2016,63
"311","12F","50+ years",2017,74
"312","12F","50+ years",2018,64
"313","12F","50+ years",2019,68
"314","12F","50+ years",2020,31
"315","12F","50+ years",2021,25
"316","12F","50+ years",2022,55
"317","12F","50+ years",2023,66
"318","13","<5 years",2007,1
"319","13","<5 years",2009,2
"320","13","<5 years",2021,2
"321","13","5-49 years",1998,5
"322","13","5-49 years",1999,7
"323","13","5-49 years",2000,7
"324","13","5-49 years",2001,7
"325","13","5-49 years",2002,6
"326","13","5-49 years",2003,10
"327","13","5-49 years",2004,5
"328","13","5-49 years",2005,4
"329","13","5-49 years",2006,4
"330","13","5-49 years",2007,6
"331","13","5-49 years",2008,2
"332","13","5-49 years",2009,2
"333","13","5-49 years",2011,2
"334","13","5-49 years",2012,4
"335","13","5-49 years",2013,1
"336","13","5-49 years",2014,2
"337","13","5-49 years",2015,2
"338","13","5-49 years",2016,3
"339","13","5-49 years",2017,1
"340","13","5-49 years",2018,4
"341","13","5-49 years",2019,3
"342","13","5-49 years",2020,1
"343","13","5-49 years",2022,2
"344","13","5-49 years",2023,5
"345","13","50+ years",1998,5
"346","13","50+ years",1999,4
"347","13","50+ years",2000,4
"348","13","50+ years",2001,5
"349","13","50+ years",2002,4
"350","13","50+ years",2003,3
"351","13","50+ years",2004,7
"352","13","50+ years",2005,9
"353","13","50+ years",2006,7
"354","13","50+ years",2007,1
"355","13","50+ years",2008,6
"356","13","50+ years",2009,3
"357","13","50+ years",2010,9
"358","13","50+ years",2011,4
"359","13","50+ years",2012,7
"360","13","50+ years",2013,10
"361","13","50+ years",2014,5
"362","13","50+ years",2015,5
"363","13","50+ years",2016,4
"364","13","50+ years",2017,1
"365","13","50+ years",2018,4
"366","13","50+ years",2019,2
"367","13","50+ years",2020,3
"368","13","50+ years",2021,7
"369","13","50+ years",2022,6
"370","13","50+ years",2023,4
"371","14","<5 years",1998,312
"372","14","<5 years",1999,333
"373","14","<5 years",2000,302
"374","14","<5 years",2001,101
"375","14","<5 years",2002,22
"376","14","<5 years",2003,13
"377","14","<5 years",2004,3
"378","14","<5 years",2005,2
"379","14","<5 years",2007,2
"380","14","<5 years",2011,2
"381","14","<5 years",2014,1
"382","14","5-49 years",1998,116
"383","14","5-49 years",1999,171
"384","14","5-49 years",2000,147
"385","14","5-49 years",2001,123
"386","14","5-49 years",2002,61
"387","14","5-49 years",2003,53
"388","14","5-49 years",2004,20
"389","14","5-49 years",2005,15
"390","14","5-49 years",2006,8
"391","14","5-49 years",2007,5
"392","14","5-49 years",2008,5
"393","14","5-49 years",2009,4
"394","14","5-49 years",2010,2
"395","14","5-49 years",2011,1
"396","14","5-49 years",2012,2
"397","14","5-49 years",2013,1
"398","14","5-49 years",2015,1
"399","14","5-49 years",2018,1
"400","14","5-49 years",2021,1
"401","14","5-49 years",2022,1
"402","14","5-49 years",2023,4
"403","14","50+ years",1998,205
"404","14","50+ years",1999,267
"405","14","50+ years",2000,265
"406","14","50+ years",2001,191
"407","14","50+ years",2002,138
"408","14","50+ years",2003,83
"409","14","50+ years",2004,46
"410","14","50+ years",2005,37
"411","14","50+ years",2006,24
"412","14","50+ years",2007,23
"413","14","50+ years",2008,13
"414","14","50+ years",2009,11
"415","14","50+ years",2010,6
"416","14","50+ years",2011,4
"417","14","50+ years",2012,3
"418","14","50+ years",2013,1
"419","14","50+ years",2014,3
"420","14","50+ years",2015,2
"421","14","50+ years",2016,4
"422","14","50+ years",2017,4
"423","14","50+ years",2018,3
"424","14","50+ years",2019,2
"425","14","50+ years",2020,3
"426","14","50+ years",2023,1
"427","15A","<5 years",2003,2
"428","15A","<5 years",2004,1
"429","15A","<5 years",2005,1
"430","15A","<5 years",2006,6
"431","15A","<5 years",2007,12
"432","15A","<5 years",2008,7
"433","15A","<5 years",2009,5
"434","15A","<5 years",2010,6
"435","15A","<5 years",2011,9
"436","15A","<5 years",2012,6
"437","15A","<5 years",2013,3
"438","15A","<5 years",2014,9
"439","15A","<5 years",2015,9
"440","15A","<5 years",2016,11
"441","15A","<5 years",2017,4
"442","15A","<5 years",2018,6
"443","15A","<5 years",2019,5
"444","15A","<5 years",2020,6
"445","15A","<5 years",2021,9
"446","15A","<5 years",2022,7
"447","15A","<5 years",2023,9
"448","15A","5-49 years",1998,3
"449","15A","5-49 years",1999,3
"450","15A","5-49 years",2000,5
"451","15A","5-49 years",2001,2
"452","15A","5-49 years",2002,8
"453","15A","5-49 years",2003,6
"454","15A","5-49 years",2004,10
"455","15A","5-49 years",2005,16
"456","15A","5-49 years",2006,12
"457","15A","5-49 years",2007,23
"458","15A","5-49 years",2008,24
"459","15A","5-49 years",2009,30
"460","15A","5-49 years",2010,15
"461","15A","5-49 years",2011,23
"462","15A","5-49 years",2012,22
"463","15A","5-49 years",2013,26
"464","15A","5-49 years",2014,21
"465","15A","5-49 years",2015,20
"466","15A","5-49 years",2016,19
"467","15A","5-49 years",2017,13
"468","15A","5-49 years",2018,23
"469","15A","5-49 years",2019,16
"470","15A","5-49 years",2020,6
"471","15A","5-49 years",2021,15
"472","15A","5-49 years",2022,21
"473","15A","5-49 years",2023,18
"474","15A","50+ years",1998,4
"475","15A","50+ years",1999,5
"476","15A","50+ years",2000,4
"477","15A","50+ years",2001,4
"478","15A","50+ years",2002,14
"479","15A","50+ years",2003,7
"480","15A","50+ years",2004,24
"481","15A","50+ years",2005,45
"482","15A","50+ years",2006,67
"483","15A","50+ years",2007,81
"484","15A","50+ years",2008,67
"485","15A","50+ years",2009,73
"486","15A","50+ years",2010,59
"487","15A","50+ years",2011,69
"488","15A","50+ years",2012,58
"489","15A","50+ years",2013,70
"490","15A","50+ years",2014,82
"491","15A","50+ years",2015,85
"492","15A","50+ years",2016,92
"493","15A","50+ years",2017,98
"494","15A","50+ years",2018,113
"495","15A","50+ years",2019,105
"496","15A","50+ years",2020,52
"497","15A","50+ years",2021,49
"498","15A","50+ years",2022,76
"499","15A","50+ years",2023,78
"500","15B","<5 years",1998,7
"501","15B","<5 years",1999,3
"502","15B","<5 years",2000,4
"503","15B","<5 years",2001,6
"504","15B","<5 years",2002,7
"505","15B","<5 years",2003,12
"506","15B","<5 years",2004,8
"507","15B","<5 years",2005,8
"508","15B","<5 years",2006,3
"509","15B","<5 years",2007,6
"510","15B","<5 years",2008,5
"511","15B","<5 years",2009,4
"512","15B","<5 years",2010,11
"513","15B","<5 years",2011,7
"514","15B","<5 years",2012,13
"515","15B","<5 years",2013,15
"516","15B","<5 years",2014,6
"517","15B","<5 years",2015,4
"518","15B","<5 years",2016,8
"519","15B","<5 years",2017,5
"520","15B","<5 years",2018,9
"521","15B","<5 years",2019,6
"522","15B","<5 years",2020,1
"523","15B","<5 years",2021,5
"524","15B","<5 years",2022,3
"525","15B","<5 years",2023,10
"526","15B","5-49 years",1998,10
"527","15B","5-49 years",1999,6
"528","15B","5-49 years",2000,7
"529","15B","5-49 years",2001,7
"530","15B","5-49 years",2002,10
"531","15B","5-49 years",2003,10
"532","15B","5-49 years",2004,17
"533","15B","5-49 years",2005,17
"534","15B","5-49 years",2006,10
"535","15B","5-49 years",2007,13
"536","15B","5-49 years",2008,4
"537","15B","5-49 years",2009,9
"538","15B","5-49 years",2010,9
"539","15B","5-49 years",2011,11
"540","15B","5-49 years",2012,13
"541","15B","5-49 years",2013,15
"542","15B","5-49 years",2014,13
"543","15B","5-49 years",2015,12
"544","15B","5-49 years",2016,9
"545","15B","5-49 years",2017,12
"546","15B","5-49 years",2018,5
"547","15B","5-49 years",2019,10
"548","15B","5-49 years",2020,5
"549","15B","5-49 years",2021,7
"550","15B","5-49 years",2022,5
"551","15B","5-49 years",2023,23
"552","15B","50+ years",1998,12
"553","15B","50+ years",1999,17
"554","15B","50+ years",2000,8
"555","15B","50+ years",2001,9
"556","15B","50+ years",2002,24
"557","15B","50+ years",2003,30
"558","15B","50+ years",2004,20
"559","15B","50+ years",2005,27
"560","15B","50+ years",2006,19
"561","15B","50+ years",2007,23
"562","15B","50+ years",2008,20
"563","15B","50+ years",2009,27
"564","15B","50+ years",2010,18
"565","15B","50+ years",2011,37
"566","15B","50+ years",2012,35
"567","15B","50+ years",2013,35
"568","15B","50+ years",2014,31
"569","15B","50+ years",2015,33
"570","15B","50+ years",2016,36
"571","15B","50+ years",2017,37
"572","15B","50+ years",2018,23
"573","15B","50+ years",2019,32
"574","15B","50+ years",2020,20
"575","15B","50+ years",2021,19
"576","15B","50+ years",2022,33
"577","15B","50+ years",2023,36
"578","15C","<5 years",1998,5
"579","15C","<5 years",1999,3
"580","15C","<5 years",2000,4
"581","15C","<5 years",2001,15
"582","15C","<5 years",2002,29
"583","15C","<5 years",2003,13
"584","15C","<5 years",2004,22
"585","15C","<5 years",2005,18
"586","15C","<5 years",2006,14
"587","15C","<5 years",2007,9
"588","15C","<5 years",2008,14
"589","15C","<5 years",2009,9
"590","15C","<5 years",2010,12
"591","15C","<5 years",2011,11
"592","15C","<5 years",2012,12
"593","15C","<5 years",2013,14
"594","15C","<5 years",2014,9
"595","15C","<5 years",2015,11
"596","15C","<5 years",2016,11
"597","15C","<5 years",2017,8
"598","15C","<5 years",2018,12
"599","15C","<5 years",2019,8
"600","15C","<5 years",2020,10
"601","15C","<5 years",2021,7
"602","15C","<5 years",2022,13
"603","15C","<5 years",2023,9
"604","15C","5-49 years",1998,5
"605","15C","5-49 years",1999,3
"606","15C","5-49 years",2000,6
"607","15C","5-49 years",2001,12
"608","15C","5-49 years",2002,6
"609","15C","5-49 years",2003,9
"610","15C","5-49 years",2004,9
"611","15C","5-49 years",2005,10
"612","15C","5-49 years",2006,7
"613","15C","5-49 years",2007,13
"614","15C","5-49 years",2008,9
"615","15C","5-49 years",2009,6
"616","15C","5-49 years",2010,7
"617","15C","5-49 years",2011,9
"618","15C","5-49 years",2012,10
"619","15C","5-49 years",2013,6
"620","15C","5-49 years",2014,8
"621","15C","5-49 years",2015,4
"622","15C","5-49 years",2016,10
"623","15C","5-49 years",2017,8
"624","15C","5-49 years",2018,10
"625","15C","5-49 years",2019,6
"626","15C","5-49 years",2020,8
"627","15C","5-49 years",2021,4
"628","15C","5-49 years",2022,10
"629","15C","5-49 years",2023,10
"630","15C","50+ years",1998,2
"631","15C","50+ years",1999,2
"632","15C","50+ years",2000,7
"633","15C","50+ years",2001,6
"634","15C","50+ years",2002,10
"635","15C","50+ years",2003,10
"636","15C","50+ years",2004,13
"637","15C","50+ years",2005,11
"638","15C","50+ years",2006,18
"639","15C","50+ years",2007,9
"640","15C","50+ years",2008,17
"641","15C","50+ years",2009,21
"642","15C","50+ years",2010,12
"643","15C","50+ years",2011,19
"644","15C","50+ years",2012,26
"645","15C","50+ years",2013,28
"646","15C","50+ years",2014,14
"647","15C","50+ years",2015,14
"648","15C","50+ years",2016,17
"649","15C","50+ years",2017,25
"650","15C","50+ years",2018,22
"651","15C","50+ years",2019,26
"652","15C","50+ years",2020,12
"653","15C","50+ years",2021,7
"654","15C","50+ years",2022,18
"655","15C","50+ years",2023,21
"656","15D","50+ years",2018,1
"657","15F","<5 years",2016,1
"658","15F","5-49 years",1998,1
"659","15F","5-49 years",2000,1
"660","15F","5-49 years",2008,1
"661","15F","5-49 years",2019,1
"662","15F","50+ years",1998,2
"663","15F","50+ years",2007,1
"664","15F","50+ years",2021,1
"665","15F","50+ years",2022,1
"666","16A","5-49 years",2001,1
"667","16A","50+ years",2001,1
"668","16F","<5 years",1998,2
"669","16F","<5 years",1999,2
"670","16F","<5 years",2000,3
"671","16F","<5 years",2002,2
"672","16F","<5 years",2003,5
"673","16F","<5 years",2004,3
"674","16F","<5 years",2005,5
"675","16F","<5 years",2006,7
"676","16F","<5 years",2007,5
"677","16F","<5 years",2008,4
"678","16F","<5 years",2009,7
"679","16F","<5 years",2010,5
"680","16F","<5 years",2011,1
"681","16F","<5 years",2012,1
"682","16F","<5 years",2013,2
"683","16F","<5 years",2014,5
"684","16F","<5 years",2015,6
"685","16F","<5 years",2016,3
"686","16F","<5 years",2017,2
"687","16F","<5 years",2018,5
"688","16F","<5 years",2019,7
"689","16F","<5 years",2021,3
"690","16F","<5 years",2022,6
"691","16F","<5 years",2023,1
"692","16F","5-49 years",1998,18
"693","16F","5-49 years",1999,21
"694","16F","5-49 years",2000,11
"695","16F","5-49 years",2001,22
"696","16F","5-49 years",2002,22
"697","16F","5-49 years",2003,26
"698","16F","5-49 years",2004,30
"699","16F","5-49 years",2005,29
"700","16F","5-49 years",2006,26
"701","16F","5-49 years",2007,21
"702","16F","5-49 years",2008,24
"703","16F","5-49 years",2009,34
"704","16F","5-49 years",2010,16
"705","16F","5-49 years",2011,13
"706","16F","5-49 years",2012,25
"707","16F","5-49 years",2013,19
"708","16F","5-49 years",2014,18
"709","16F","5-49 years",2015,23
"710","16F","5-49 years",2016,17
"711","16F","5-49 years",2017,15
"712","16F","5-49 years",2018,23
"713","16F","5-49 years",2019,17
"714","16F","5-49 years",2020,6
"715","16F","5-49 years",2021,10
"716","16F","5-49 years",2022,14
"717","16F","5-49 years",2023,11
"718","16F","50+ years",1998,21
"719","16F","50+ years",1999,43
"720","16F","50+ years",2000,29
"721","16F","50+ years",2001,39
"722","16F","50+ years",2002,39
"723","16F","50+ years",2003,50
"724","16F","50+ years",2004,42
"725","16F","50+ years",2005,68
"726","16F","50+ years",2006,65
"727","16F","50+ years",2007,80
"728","16F","50+ years",2008,65
"729","16F","50+ years",2009,69
"730","16F","50+ years",2010,58
"731","16F","50+ years",2011,79
"732","16F","50+ years",2012,70
"733","16F","50+ years",2013,87
"734","16F","50+ years",2014,88
"735","16F","50+ years",2015,78
"736","16F","50+ years",2016,76
"737","16F","50+ years",2017,75
"738","16F","50+ years",2018,94
"739","16F","50+ years",2019,93
"740","16F","50+ years",2020,54
"741","16F","50+ years",2021,45
"742","16F","50+ years",2022,69
"743","16F","50+ years",2023,59
"744","17","50+ years",1998,1
"745","17A","5-49 years",1998,1
"746","17F","<5 years",2000,1
"747","17F","<5 years",2001,1
"748","17F","<5 years",2002,1
"749","17F","<5 years",2003,2
"750","17F","<5 years",2004,4
"751","17F","<5 years",2005,2
"752","17F","<5 years",2006,1
"753","17F","<5 years",2007,2
"754","17F","<5 years",2008,3
"755","17F","<5 years",2009,4
"756","17F","<5 years",2010,1
"757","17F","<5 years",2011,4
"758","17F","<5 years",2013,3
"759","17F","<5 years",2015,2
"760","17F","<5 years",2016,1
"761","17F","<5 years",2018,1
"762","17F","<5 years",2020,1
"763","17F","<5 years",2022,1
"764","17F","5-49 years",1998,4
"765","17F","5-49 years",1999,1
"766","17F","5-49 years",2000,3
"767","17F","5-49 years",2001,6
"768","17F","5-49 years",2002,7
"769","17F","5-49 years",2003,3
"770","17F","5-49 years",2004,12
"771","17F","5-49 years",2005,10
"772","17F","5-49 years",2006,11
"773","17F","5-49 years",2007,18
"774","17F","5-49 years",2008,19
"775","17F","5-49 years",2009,6
"776","17F","5-49 years",2010,11
"777","17F","5-49 years",2011,13
"778","17F","5-49 years",2012,12
"779","17F","5-49 years",2013,8
"780","17F","5-49 years",2014,14
"781","17F","5-49 years",2015,13
"782","17F","5-49 years",2016,10
"783","17F","5-49 years",2017,7
"784","17F","5-49 years",2018,9
"785","17F","5-49 years",2019,11
"786","17F","5-49 years",2020,4
"787","17F","5-49 years",2021,5
"788","17F","5-49 years",2022,3
"789","17F","5-49 years",2023,5
"790","17F","50+ years",1998,3
"791","17F","50+ years",1999,3
"792","17F","50+ years",2000,3
"793","17F","50+ years",2001,3
"794","17F","50+ years",2002,3
"795","17F","50+ years",2003,13
"796","17F","50+ years",2004,20
"797","17F","50+ years",2005,15
"798","17F","50+ years",2006,36
"799","17F","50+ years",2007,24
"800","17F","50+ years",2008,27
"801","17F","50+ years",2009,29
"802","17F","50+ years",2010,24
"803","17F","50+ years",2011,33
"804","17F","50+ years",2012,24
"805","17F","50+ years",2013,30
"806","17F","50+ years",2014,21
"807","17F","50+ years",2015,30
"808","17F","50+ years",2016,24
"809","17F","50+ years",2017,29
"810","17F","50+ years",2018,24
"811","17F","50+ years",2019,23
"812","17F","50+ years",2020,11
"813","17F","50+ years",2021,7
"814","17F","50+ years",2022,12
"815","17F","50+ years",2023,19
"816","18","5-49 years",2002,1
"817","18A","<5 years",2000,1
"818","18A","5-49 years",1998,1
"819","18A","5-49 years",1999,1
"820","18A","5-49 years",2003,2
"821","18A","5-49 years",2004,2
"822","18A","5-49 years",2005,4
"823","18A","5-49 years",2006,2
"824","18A","5-49 years",2011,1
"825","18A","5-49 years",2012,1
"826","18A","5-49 years",2016,1
"827","18A","50+ years",1998,1
"828","18A","50+ years",1999,1
"829","18A","50+ years",2000,1
"830","18A","50+ years",2001,1
"831","18A","50+ years",2003,2
"832","18A","50+ years",2004,1
"833","18A","50+ years",2005,2
"834","18A","50+ years",2006,1
"835","18A","50+ years",2007,1
"836","18A","50+ years",2011,2
"837","18A","50+ years",2013,1
"838","18A","50+ years",2017,1
"839","18A","50+ years",2019,1
"840","18A","50+ years",2022,2
"841","18A","50+ years",2023,1
"842","18B","<5 years",1998,2
"843","18B","<5 years",1999,3
"844","18B","<5 years",2000,6
"845","18B","<5 years",2001,1
"846","18B","<5 years",2002,2
"847","18B","<5 years",2006,1
"848","18B","5-49 years",1998,2
"849","18B","5-49 years",1999,3
"850","18B","5-49 years",2000,1
"851","18B","5-49 years",2001,3
"852","18B","5-49 years",2003,2
"853","18B","5-49 years",2006,1
"854","18B","5-49 years",2010,1
"855","18B","50+ years",2000,2
"856","18B","50+ years",2002,2
"857","18B","50+ years",2003,2
"858","18B","50+ years",2005,1
"859","18B","50+ years",2006,3
"860","18B","50+ years",2009,1
"861","18B","50+ years",2019,2
"862","18C","<5 years",1998,87
"863","18C","<5 years",1999,89
"864","18C","<5 years",2000,76
